matching_mode	accession	start	end	strand	status	candidate_reference_ids
relaxed	NC_005859.1	115761	116012	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	116069	116170	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	116246	116449	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	116446	116649	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	116737	116850	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	116942	117460	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	117736	117825	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	118026	119036	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	119155	119385	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	119435	119614	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	119617	119829	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	119831	120175	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	120212	120469	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	120485	120688	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	120702	120929	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	121184	121414	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	121455	121748	-	NO_REFERENCE_MATCH	
relaxed	NC_001422.1	2	136	+	MATCHED	
relaxed	NC_001422.1	133	393	+	MATCHED	
relaxed	NC_001422.1	390	848	+	MATCHED	
relaxed	NC_001422.1	848	964	+	MATCHED	
relaxed	NC_001422.1	1001	2284	+	MATCHED	
relaxed	NC_001422.1	2395	2922	+	MATCHED	
relaxed	NC_001422.1	2931	3917	+	MATCHED	
relaxed	NC_001422.1	3981	5384	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	1	225	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	203	1702	+	MATCHED	
relaxed	NC_002371.2	1702	3879	+	MATCHED	
relaxed	NC_002371.2	3893	4804	+	MATCHED	
relaxed	NC_002371.2	4804	6096	+	MATCHED	
relaxed	NC_002371.2	6135	6344	+	MATCHED	
relaxed	NC_002371.2	6328	6828	+	MATCHED	
relaxed	NC_002371.2	6788	8206	+	MATCHED	
relaxed	NC_002371.2	8210	8911	+	MATCHED	
relaxed	NC_002371.2	8911	9366	+	MATCHED	
relaxed	NC_002371.2	9369	10058	+	MATCHED	
relaxed	NC_002371.2	10069	11484	+	MATCHED	
relaxed	NC_002371.2	11484	13313	+	MATCHED	
relaxed	NC_002371.2	13336	14046	-	MATCHED	
relaxed	NC_002371.2	14020	14226	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	14240	14419	-	MATCHED	
relaxed	NC_002371.2	14519	15106	-	MATCHED	
relaxed	NC_002371.2	15091	15993	+	MATCHED	
relaxed	NC_002371.2	16204	18207	+	MATCHED	
relaxed	NC_002371.2	18266	19498	-	MATCHED	
relaxed	NC_002371.2	19519	19623	-	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	19713	20690	-	MATCHED	
relaxed	NC_002371.2	20642	21004	-	MATCHED	
relaxed	NC_002371.2	21155	21244	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	21353	22516	-	MATCHED	
relaxed	NC_002371.2	22548	22718	-	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	22746	23381	-	MATCHED	
relaxed	NC_002371.2	23463	23702	-	MATCHED	
relaxed	NC_002371.2	23758	24711	-	MATCHED	
relaxed	NC_002371.2	24715	24903	-	MATCHED	
relaxed	NC_002371.2	24906	25616	-	MATCHED	
relaxed	NC_002371.2	25496	25855	-	MATCHED	
relaxed	NC_002371.2	25830	25967	-	MATCHED	
relaxed	NC_002371.2	25964	26461	-	MATCHED	
relaxed	NC_002371.2	26449	26619	-	MATCHED	
relaxed	NC_002371.2	26630	26923	-	MATCHED	
relaxed	NC_002371.2	26970	27254	-	MATCHED	
relaxed	NC_002371.2	27254	27871	-	MATCHED	
relaxed	NC_002371.2	27868	28011	-	MATCHED	
relaxed	NC_002371.2	28001	28189	-	MATCHED	
relaxed	NC_002371.2	28170	28328	-	MATCHED	
relaxed	NC_002371.2	28414	28725	-	MATCHED	
relaxed	NC_002371.2	28873	29076	-	MATCHED	
relaxed	NC_002371.2	29076	29312	-	MATCHED	
relaxed	NC_002371.2	29349	29543	-	MATCHED	
relaxed	NC_002371.2	29581	30336	+	AMBIGUOUS_OVERLAP	NP_059604.1;YP_063724.1
relaxed	NC_002371.2	30387	30545	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	30679	30891	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	31013	31663	-	MATCHED	
relaxed	NC_002371.2	31744	31929	+	MATCHED	
relaxed	NC_002371.2	32036	32314	+	MATCHED	
relaxed	NC_002371.2	32349	32495	+	MATCHED	
relaxed	NC_002371.2	32488	33303	+	MATCHED	
relaxed	NC_002371.2	33300	34676	+	MATCHED	
relaxed	NC_002371.2	34750	35187	+	MATCHED	
relaxed	NC_002371.2	35184	35357	+	MATCHED	
relaxed	NC_002371.2	35324	35500	+	MATCHED	
relaxed	NC_002371.2	35497	35835	+	MATCHED	
relaxed	NC_002371.2	35828	36004	+	MATCHED	
relaxed	NC_002371.2	35997	36608	+	MATCHED	
relaxed	NC_002371.2	36605	36829	+	MATCHED	
relaxed	NC_002371.2	36856	37029	+	MATCHED	
relaxed	NC_002371.2	37010	37189	+	MATCHED	
relaxed	NC_002371.2	37186	37809	+	MATCHED	
relaxed	NC_002371.2	37899	38108	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	38131	38235	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	38244	38570	+	MATCHED	
relaxed	NC_002371.2	38554	38991	+	MATCHED	
relaxed	NC_002371.2	38988	39425	+	MATCHED	
relaxed	NC_002371.2	39466	39651	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	39644	40180	+	MATCHED	
relaxed	NC_002371.2	40173	40325	-	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	40310	40474	-	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	40446	40706	-	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	40768	40932	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	40947	41039	+	NO_REFERENCE_MATCH	
relaxed	NC_002371.2	41014	41256	+	MATCHED	
relaxed	NC_002371.2	41258	41437	+	MATCHED	
relaxed	NC_002371.2	41455	41724	+	NO_REFERENCE_MATCH	
relaxed	NC_000929.1	3	101	-	NO_REFERENCE_MATCH	
relaxed	NC_000929.1	339	863	-	MATCHED	
relaxed	NC_000929.1	1015	1131	-	NO_REFERENCE_MATCH	
relaxed	NC_000929.1	1099	1326	+	MATCHED	
relaxed	NC_000929.1	1328	3319	+	MATCHED	
relaxed	NC_000929.1	3358	4296	+	MATCHED	
relaxed	NC_000929.1	4312	4539	+	MATCHED	
relaxed	NC_000929.1	4542	4772	+	MATCHED	
relaxed	NC_000929.1	4784	5047	+	MATCHED	
relaxed	NC_000929.1	5038	5481	+	MATCHED	
relaxed	NC_000929.1	5482	5781	+	MATCHED	
relaxed	NC_000929.1	5801	6325	+	MATCHED	
relaxed	NC_000929.1	6424	6954	+	MATCHED	
relaxed	NC_000929.1	6954	7484	+	MATCHED	
relaxed	NC_000929.1	7471	7653	+	MATCHED	
relaxed	NC_000929.1	7655	7957	+	MATCHED	
relaxed	NC_000929.1	7896	8162	-	MATCHED	
relaxed	NC_000929.1	8233	8784	+	MATCHED	
relaxed	NC_000929.1	8781	9170	+	MATCHED	
relaxed	NC_000929.1	9248	9466	+	MATCHED	
relaxed	NC_000929.1	9459	9821	+	MATCHED	
relaxed	NC_000929.1	9831	9950	+	MATCHED	
relaxed	NC_000929.1	9963	10385	+	MATCHED	
relaxed	NC_000929.1	10477	10995	+	MATCHED	
relaxed	NC_000929.1	11211	11567	+	NO_REFERENCE_MATCH	
relaxed	NC_000929.1	11524	11718	+	MATCHED	
relaxed	NC_000929.1	11718	12017	+	MATCHED	
relaxed	NC_000929.1	12014	12304	+	MATCHED	
relaxed	NC_000929.1	12316	12891	+	MATCHED	
relaxed	NC_000929.1	12707	14554	+	MATCHED	
relaxed	NC_000929.1	14554	16092	+	MATCHED	
relaxed	NC_000929.1	16073	17392	+	MATCHED	
relaxed	NC_000929.1	17401	17859	+	MATCHED	
relaxed	NC_000929.1	18056	19141	+	MATCHED	
relaxed	NC_000929.1	19138	20055	+	MATCHED	
relaxed	NC_000929.1	20122	20532	+	MATCHED	
relaxed	NC_000929.1	20529	20954	+	MATCHED	
relaxed	NC_000929.1	20954	21502	+	MATCHED	
relaxed	NC_000929.1	21486	21692	+	MATCHED	
relaxed	NC_000929.1	21689	23176	+	MATCHED	
relaxed	NC_000929.1	23186	23542	+	MATCHED	
relaxed	NC_000929.1	23552	23986	+	MATCHED	
relaxed	NC_000929.1	24028	24168	+	NO_REFERENCE_MATCH	
relaxed	NC_000929.1	24131	26203	+	MATCHED	
relaxed	NC_000929.1	26208	27695	+	MATCHED	
relaxed	NC_000929.1	27688	28827	+	MATCHED	
relaxed	NC_000929.1	28863	29408	+	MATCHED	
relaxed	NC_000929.1	29405	29842	+	MATCHED	
relaxed	NC_000929.1	29843	30925	+	MATCHED	
relaxed	NC_000929.1	30916	31458	+	MATCHED	
relaxed	NC_000929.1	31458	32972	+	MATCHED	
relaxed	NC_000929.1	32975	33502	+	MATCHED	
relaxed	NC_000929.1	33531	34064	-	MATCHED	
relaxed	NC_000929.1	34067	35263	-	MATCHED	
relaxed	NC_000929.1	35299	35673	+	MATCHED	
relaxed	NC_000929.1	35768	35956	+	MATCHED	
relaxed	NC_000929.1	35877	36602	+	MATCHED	
